concurso,data_sorteio,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,arrecadacao_total,ganhadores_15_numeros,ganhadores_14_numeros,ganhadores_13_numeros,ganhadores_12_numeros,ganhadores_11_numeros,valor_rateio_15_numeros,valor_rateio_14_numeros,valor_rateio_13_numeros,valor_rateio_12_numeros,valor_rateio_11_numeros,acumulado_15_numeros,estimativa_premio,valor_acumulado_especial
988,29/11/2013,15,3,20,9,13,7,17,11,1,24,25,5,12,16,19,"19163553,75",7,1072,35064,328638,1390679,"187033,84","536,83","12,5",5,"2,5",0,1500000,"13545761,93"
989,02/12/2013,13,15,4,22,10,9,8,19,14,3,24,17,18,6,23,"19657371,25",10,1095,30921,329251,1459402,"135213,85","542,78","12,5",5,"2,5",0,1500000,"13857793,9"
990,04/12/2013,7,8,13,19,20,6,24,22,10,11,12,16,15,5,1,"19621093,75",3,530,20786,251909,1331774,"574548,43","1429,52","12,5",5,"2,5",0,1500000,"14255558,2"
991,06/12/2013,14,7,9,2,6,22,21,24,17,1,15,12,25,5,18,"19777118,75",2,720,25051,262388,1339471,"849021,42","1036,65","12,5",5,"2,5",0,1500000,"14647414,25"
992,09/12/2013,5,17,8,24,20,15,11,13,9,3,19,1,7,4,10,"19036316,25",3,995,32986,343293,1586164,"346622,4","459,38","12,5",5,"2,5",0,1500000,"14887383,61"
993,11/12/2013,7,5,12,17,20,4,2,25,24,9,14,21,10,23,22,"18991796,25",13,1174,32773,282394,1382535,"107871,93","525,05","12,5",5,"2,5",0,1500000,"15210999,4"
994,13/12/2013,25,23,12,18,8,15,5,11,16,9,3,22,13,7,14,"19884807,5",4,665,29090,284340,1483517,"370711,64","980,15","12,5",5,"2,5",0,1500000,"15553194,77"
995,16/12/2013,14,2,23,9,20,12,13,8,7,3,22,17,4,24,1,"19261593,75",8,1390,47471,315664,1506672,"144485,25","365,52","12,5",5,"2,5",0,1500000,"15819936,79"
996,18/12/2013,20,18,21,9,24,2,17,4,16,6,3,13,25,7,23,"18908596,25",6,542,21222,254504,1323203,"263717,9","1283,24","12,5",5,"2,5",0,1500000,"16185084,66"
997,20/12/2013,2,24,22,4,18,7,15,10,19,5,12,23,16,17,9,18814730,1,888,26803,270089,1356413,"1458533,01","721,97","12,5",5,"2,5",0,1500000,"16521669,2"
998,23/12/2013,19,1,5,3,22,2,14,12,9,20,11,17,21,23,4,"18894196,25",4,503,19696,252244,1404744,"375122,75","1311,24","12,5",5,"2,5",0,1500000,"16867936,36"
999,27/12/2013,6,2,14,16,24,15,18,10,1,13,21,8,12,5,7,"21432236,25",13,3312,23248,278379,1533006,"137174,65","236,67","12,5",5,"2,5",0,1500000,"17279460,32"
1000,30/12/2013,13,16,11,14,4,18,22,3,8,17,20,12,15,19,2,"18167571,25",5,504,17116,177777,1174300,"360234,73","1570,88","12,5",5,"2,5",0,1500000,"17695115,78"
1001,03/01/2014,23,8,6,17,14,25,21,13,12,10,19,11,5,20,7,"21157848,75",2,552,23908,279583,1512176,"872757,74","1389,96","12,5",5,"2,5",0,1500000,"18097927,05"
1002,06/01/2014,22,18,17,8,12,4,24,21,15,20,14,3,13,16,10,"19844837,5",3,463,21800,281706,1399181,"539409,18","1536,3","12,5",5,"2,5",0,1500000,"18471364,17"
1003,09/01/2014,1,12,25,3,21,16,10,20,14,17,19,8,2,23,6,19534005,20,1491,30893,264106,1286624,"83616,45","493,01","12,5",5,"2,5",0,1500000,"18857286,23"
1004,10/01/2014,12,21,10,3,6,22,15,18,25,19,14,20,2,1,24,"19365566,25",2,634,16516,225118,1266871,"915764,38","1269,82","12,5",5,"2,5",0,1500000,"19279946,72"
1005,13/01/2014,21,9,18,20,10,1,14,22,12,19,24,15,16,5,7,"20220847,5",6,1029,27316,277192,1409828,"276720,6","709,24","12,5",5,"2,5",0,1500000,"19663098,32"
1006,15/01/2014,4,7,6,5,15,22,13,3,16,23,1,24,20,14,9,19601950,0,1040,20930,249120,1313774,0,"737,87","12,5",5,"2,5","1745812,02",4300000,"20065978,02"
1007,17/01/2014,24,6,2,20,11,25,9,3,12,7,22,1,23,10,18,"30205492,5",3,780,30264,372775,2076704,"1471047,16","1503,14","12,5",5,"2,5",0,1500000,"20681515,6"
1008,20/01/2014,19,12,13,7,6,18,3,16,10,8,22,17,9,1,21,"19504476,25",3,464,17351,229223,1308420,"599333,56","1703,29","12,5",5,"2,5",0,1500000,"21096438,85"
1009,22/01/2014,9,6,4,12,18,11,24,2,10,20,17,14,22,19,15,19523170,5,783,26432,287528,1428594,"296150,96","831,26","12,5",5,"2,5",0,1500000,"21438151,52"
1010,24/01/2014,11,4,21,8,14,10,1,2,15,19,13,23,6,16,22,20240820,1,781,23337,258572,1335140,"1814272,5","1021,1","12,5",5,"2,5",0,1500000,"21856829,79"
1011,27/01/2014,4,19,9,25,18,10,17,7,23,3,24,15,1,13,5,19880980,11,1392,43614,417821,1647955,"82614,29","286,96","12,5",5,"2,5",0,1500000,22066543
1012,29/01/2014,16,17,1,25,7,15,12,24,18,9,11,21,14,2,22,"19272168,75",2,497,21639,230443,1301971,"865822,37","1531,51","12,5",5,"2,5",0,1500000,"22466153,34"
1013,31/01/2014,7,18,1,4,20,17,3,19,11,21,13,23,10,2,5,"20231166,25",2,635,25378,316292,1619570,"672939,33","931,64","12,5",5,"2,5",0,1500000,"22776740,73"
1014,03/02/2014,13,24,14,10,25,9,2,8,1,18,12,23,17,22,20,"20258027,5",7,1002,29104,308448,1543385,"204938,93","629,32","12,5",5,"2,5",0,1500000,"23107795,93"
1015,05/02/2014,3,23,18,13,17,21,1,7,2,5,15,8,20,16,6,"19890783,75",5,705,22656,321143,1444547,"296247,69","923,53","12,5",5,"2,5",0,1500000,"23449620,2"
1016,07/02/2014,15,3,19,20,25,2,21,23,1,12,6,14,5,11,16,"20557996,25",3,450,18347,254800,1404566,"611929,55","1255,24","12,5",5,"2,5",0,1500000,"23873263,74"
1017,10/02/2014,21,4,16,10,9,3,2,19,8,11,12,17,23,1,15,19036435,4,538,18518,235827,1320821,"417122,63","1363,2","12,5",5,"2,5",0,1500000,"24258300,02"
1018,12/02/2014,11,17,2,19,18,7,5,10,8,16,14,22,12,24,4,"19522973,75",10,1333,32443,307032,1422788,"140876,07","464,54","12,5",5,"2,5",0,1500000,"24583398,65"
1019,14/02/2014,22,3,18,8,12,20,7,5,21,2,4,17,23,1,10,"19968448,75",4,495,21377,276435,1469227,"394426,32",1401,"12,5",5,"2,5",0,1500000,"24947484,49"
1020,17/02/2014,7,12,20,21,18,9,5,2,15,24,3,19,11,16,13,"19793913,75",5,964,28119,294854,1434495,"300401,49","684,87","12,5",5,"2,5",0,1500000,"25294101,61"
1021,19/02/2014,1,21,20,13,9,6,14,22,15,18,5,16,10,19,23,"18898463,75",2,429,14862,202882,1235781,"916666,52","1314,93","12,5",5,"2,5",0,1500000,"25717178,47"
1022,21/02/2014,25,9,10,21,3,22,18,5,16,7,8,4,24,1,14,"19641053,75",1,377,16077,230634,1280395,"1861269,7","1519,1","12,5",5,"2,5",0,1500000,"26146702,26"
1023,24/02/2014,21,18,9,11,16,14,8,23,6,22,3,7,13,2,1,"19378468,75",5,795,31343,252290,1342968,"320281,55","885,42","12,5",5,"2,5",0,1500000,"26516257,9"
1024,26/02/2014,7,2,23,4,14,13,20,17,10,9,12,22,11,21,1,19310845,1,844,28269,304887,1469479,"1341782,52","698,8","12,5",5,"2,5",0,1500000,"26825900,03"
1025,28/02/2014,16,11,9,22,1,13,19,14,25,7,18,17,2,15,23,20086470,4,603,22967,290357,1511182,"378225,98","1102,84","12,5",5,"2,5",0,1500000,"27175031,71"
1026,05/03/2014,1,6,7,12,19,11,20,16,24,18,14,23,5,15,21,"17100081,25",3,359,14279,199800,1100769,"545681,26","1403,08","12,5",5,"2,5",0,1500000,"27552811,05"
1027,07/03/2014,10,14,19,1,16,9,25,15,6,5,12,3,8,21,23,"19800512,5",18,2355,38656,314914,1420132,"78561,19","263,94","12,5",5,"2,5",0,1500000,"27879142,13"
1028,10/03/2014,4,25,5,11,24,17,20,7,10,19,6,9,8,23,16,"18760833,75",1,359,12107,165118,1051937,"2116472,26","1813,99","12,5",5,"2,5",0,1500000,"28367558,81"
1029,12/03/2014,2,6,22,13,24,19,14,25,1,18,11,23,17,3,8,"19538588,75",4,770,24707,292093,1466052,"360165,03","822,41","12,5",5,"2,5",0,1500000,"28700018,84"
1030,14/03/2014,19,8,15,16,2,23,11,4,20,3,1,17,9,18,10,"20665512,5",3,497,25063,210613,1307180,"676809,17","1257,04","12,5",5,"2,5",0,1500000,"29168579,05"
1031,17/03/2014,12,4,9,24,11,14,17,2,22,5,19,15,1,6,20,"19793677,5",5,978,31287,287029,1328912,"324368,94","728,93","12,5",5,"2,5",0,1500000,"29542850,89"
1032,19/03/2014,23,4,2,6,3,10,20,11,8,17,16,13,18,14,1,"18965438,75",1,651,22781,284856,1457907,"1362548,79",920,"12,5",5,"2,5",0,1500000,"29857285,24"
1033,21/03/2014,13,4,18,17,7,14,12,23,16,6,21,24,22,8,3,"20123827,5",17,1715,34728,331040,1400205,"87481,06","381,16","12,5",5,"2,5",0,1500000,"30200480,15"
1034,24/03/2014,8,2,23,3,13,17,12,6,21,10,20,18,14,19,4,"19649196,25",13,1342,32252,343553,1567286,"91359,69","389,01","12,5",5,"2,5",0,1500000,"30474559,24"
1035,26/03/2014,15,13,21,19,25,20,7,6,12,14,9,18,23,4,22,19459795,2,426,17119,229142,1313118,"892605,72","1289,43","12,5",5,"2,5",0,1500000,"30886531,11"
1036,28/03/2014,14,12,7,22,18,21,4,9,11,5,19,24,10,17,20,"19871846,25",5,1038,28915,304527,1416116,"302397,83","640,27","12,5",5,"2,5",0,1500000,"31235451,67"
1037,31/03/2014,11,20,9,25,17,18,1,12,24,5,15,21,6,10,23,"20049066,25",5,664,22465,255746,1402241,"342185,59","1132,61","12,5",5,"2,5",0,1500000,"31630281,21"
1038,02/04/2014,8,10,24,19,6,7,20,18,16,9,17,2,13,21,25,"19572836,25",4,581,18105,169263,1120352,"539435,08","1632,45","12,5",5,"2,5",0,1500000,"32128221,29"
1039,04/04/2014,21,1,15,18,9,2,19,14,22,20,3,12,24,8,13,"20209668,75",8,948,24745,285265,1441405,"202302,78","750,41","12,5",5,"2,5",0,1500000,"32501703,36"
1040,07/04/2014,10,12,4,23,25,9,2,1,6,16,20,22,13,21,8,19573275,3,596,19358,241718,1324805,"584433,78","1293,09","12,5",5,"2,5",0,1500000,"32906311,37"
1041,09/04/2014,25,20,12,21,19,15,24,5,10,23,3,7,13,1,17,"19300711,25",23,2584,53020,387511,1527477,"41088,66","160,75","12,5",5,"2,5",0,1500000,"33124397,35"
1042,11/04/2014,7,1,15,10,21,14,16,24,6,11,22,9,3,8,19,"20197378,75",2,403,15449,212827,1273755,"1012165,05","1545,58","12,5",5,"2,5",0,1500000,"33591550,45"
1043,14/04/2014,6,25,7,17,14,12,18,11,1,2,9,19,8,24,10,"19157536,25",1,721,18286,219452,1311274,"1742177,9","1062,12","12,5",5,"2,5",0,1500000,"33993591,5"
1044,16/04/2014,17,10,20,24,11,6,12,23,5,2,8,15,4,7,25,"18448298,75",5,604,20620,238845,1238195,"325172,09","1183,21","12,5",5,"2,5",0,1500000,"34368790,08"
1045,19/04/2014,24,23,20,6,9,17,3,25,16,2,11,5,22,21,15,13005620,4,316,11848,144759,827375,"316751,59","1762,42","12,5",5,"2,5",0,1500000,"34661176,16"
1046,23/04/2014,13,14,21,3,7,12,18,4,11,25,20,5,22,8,23,"18554671,25",2,468,20115,249230,1360628,"743572,13","1396,77","12,5",5,"2,5",0,1500000,"35004363,3"
1047,25/04/2014,15,21,20,11,17,24,8,22,12,7,9,10,16,4,25,"19013818,75",5,403,14546,196837,1186685,"385566,7","1471,91","12,5",5,"2,5",0,1500000,"35449247,96"
1048,28/04/2014,15,16,1,20,9,17,10,2,21,25,18,7,3,6,5,18605535,3,635,14726,224736,1270009,"562261,51","1167,62","12,5",5,"2,5",0,1500000,"35838505,92"
1049,30/04/2014,18,17,20,9,12,22,25,21,4,23,14,2,5,19,16,"18159712,5",2,350,15789,214885,1203819,"844574,18","1484,96","12,5",5,"2,5",0,1000000,"36228309,39"
1050,02/05/2014,24,1,7,15,21,22,25,17,19,4,6,13,10,12,16,"15504387,5",3,620,17903,195974,1028317,"462651,25","984,01","12,5",5,"2,5",0,1500000,"36548606,42"
1051,05/05/2014,3,8,4,7,14,13,16,23,20,10,25,2,18,21,11,"19147621,25",47,2182,37540,324142,1427812,"26807,51","253,81","12,5",5,"2,5",0,1500000,"36839364,85"
1052,07/05/2014,18,8,3,1,5,11,24,21,10,23,6,16,20,17,4,"19203903,75",1,489,21480,297512,1309097,"1558188,66","1400,65","12,5",5,"2,5",0,1500000,"37198946,86"
1053,09/05/2014,14,12,24,17,22,13,2,6,4,1,3,15,18,11,23,"19831141,25",2,439,17084,250527,1348455,"885469,81","1773,2","12,5",5,"2,5",0,1500000,"37607625,24"
1054,12/05/2014,20,15,9,5,3,24,17,12,6,16,4,2,25,18,13,"20458717,5",0,426,15144,200998,1138535,0,"1366,15",15,6,3,"1891434,18",4500000,"38044110,06"
1055,14/05/2014,12,7,1,24,10,2,8,9,25,22,14,18,13,3,23,28939281,7,1816,39337,391609,1865541,"543366,74","462,82",15,6,3,0,1500000,"38485371,54"
1056,16/05/2014,22,15,18,4,6,21,10,23,9,14,2,8,5,11,19,"21631438,5",1,575,18368,223819,1187407,"1975299,62","1510,02",15,6,3,0,1500000,"38941209,92"
1057,19/05/2014,19,25,13,7,20,11,9,6,23,4,21,16,14,1,8,20948403,2,601,19341,222547,1190831,"915327,26","1338,9",15,6,3,0,1500000,"39363668,66"
1058,21/05/2014,22,9,24,17,6,12,25,18,13,4,21,20,7,5,16,"20054383,5",0,435,17006,220051,1128874,0,"1777,35",15,6,3,"1758915,72",3500000,"39769572,29"
1059,23/05/2014,21,24,8,19,3,20,7,15,16,11,2,1,22,5,14,26639814,6,817,24070,275381,1447031,"700543,51","1315,1",15,6,3,0,1700000,"40333651,99"
1060,26/05/2014,17,7,20,13,4,14,16,8,2,15,1,5,22,23,21,"20609161,5",8,521,16731,191860,1092739,"249774,14","1685,84",15,6,3,0,1700000,"40794773,5"
1061,28/05/2014,24,12,15,2,14,23,16,21,5,22,3,7,19,9,8,19540947,0,725,21260,240108,1151101,0,"934,87",15,6,3,"1541952,01",4000000,"41150608,58"
1062,30/05/2014,8,7,13,4,9,16,23,17,3,19,15,11,5,25,20,27302385,6,1044,36488,381558,1700077,"566496,33","781,87",15,6,3,0,1700000,"41579153,03"
1063,02/06/2014,14,24,6,10,16,25,15,7,13,2,22,5,21,12,20,21492015,2,499,17705,223742,1209942,"960674,9","1692,48",15,6,3,0,1700000,"42022541,46"
1064,04/06/2014,15,25,9,7,11,10,14,2,24,8,16,18,19,21,3,"20693161,5",3,424,16408,200299,1140989,"642774,01","1399,36",15,6,3,0,1700000,"42467538,86"
1065,06/06/2014,12,20,14,21,5,15,4,2,19,24,6,25,17,22,3,20836659,6,788,17103,220304,1179498,"307523,49","1029,25",15,6,3,0,1700000,"42893340,61"
1066,09/06/2014,10,24,6,16,21,5,4,22,14,11,17,19,2,18,23,20287932,1,315,13142,188528,1059026,"2013464,58","1966,75",15,6,3,0,1700000,"43357986,29"
1067,11/06/2014,21,15,1,3,5,14,2,11,17,4,10,25,7,13,22,20225562,3,398,15792,226013,1238826,"545041,79","1264,11",15,6,3,0,1700000,"43735322,92"
1068,13/06/2014,24,20,18,10,14,17,11,13,21,15,16,6,2,22,7,"18350269,5",1,395,14346,194839,1046445,"1617102,55","1259,67",15,6,3,0,1700000,"44108500,44"
1069,16/06/2014,22,23,17,15,1,11,16,4,8,12,3,10,13,25,24,19903134,4,462,15977,204302,1150636,"437233,75","1663,98",15,6,3,0,1700000,"44512100,82"
1070,18/06/2014,9,22,18,23,4,20,25,11,13,19,12,10,21,16,24,17213679,1,446,13763,182171,946984,"1563785,03","1541,2",15,6,3,0,1500000,"44872974,29"
1071,20/06/2014,11,6,14,16,3,2,13,17,21,4,22,24,5,10,12,"16399084,5",2,372,13805,176088,946178,"709026,2","1675,59",15,6,3,0,1700000,"45200217,16"
1072,23/06/2014,2,4,7,22,23,25,14,17,20,3,13,1,5,15,9,15971133,5,440,17225,223743,1059395,"204871,68","1023,33",15,6,3,0,1700000,"45436607,57"
1073,25/06/2014,13,20,17,16,23,5,3,6,1,19,22,4,7,24,21,"17357824,5",0,281,10753,165239,942582,0,"1823,63",15,6,3,"1665431,86",4000000,"45820938,01"
1074,27/06/2014,9,10,8,25,13,11,17,22,23,24,21,1,4,7,20,"25815805,5",2,1067,22038,295885,1604599,"1843775,56","833,03",15,6,3,0,1700000,"46287580,92"
1075,30/06/2014,21,15,16,24,6,17,1,18,22,12,2,23,25,9,10,"19038640,5",1,463,11267,162575,978847,"1956340,53","1300,11",15,6,3,0,1700000,"46739044,13"
1076,02/07/2014,18,15,12,11,20,13,17,9,16,25,4,14,21,10,22,"19569499,5",3,420,14168,200497,1029069,"623595,11","1370,54",15,6,3,0,1700000,"47170763,82"
1077,04/07/2014,20,19,12,13,2,5,8,24,7,15,6,21,14,10,1,"17876455,5",3,549,15166,178761,1020398,"532018,11","1277,89",15,6,3,0,1700000,"47539084,06"
1078,07/07/2014,23,13,6,24,11,25,2,10,21,7,18,17,5,4,9,"20086306,5",2,583,21071,243726,1269257,"740655,16","1116,85",15,6,3,0,1700000,"47880924,91"
1079,09/07/2014,15,24,6,11,22,5,13,20,16,19,8,17,7,21,14,"15428905,5",4,342,12621,162490,890341,"336289,73","1728,88",15,6,3,0,1700000,"48191346,2"
1080,11/07/2014,5,14,3,17,12,21,2,16,10,6,23,22,15,25,11,21307719,2,376,15540,216713,1183330,"977364,19","1599,62",15,6,3,0,1700000,"48642437,37"
1081,14/07/2014,21,10,5,16,13,12,14,1,15,22,18,19,6,7,23,19646718,2,398,15915,184400,1055715,"940950,46","1454,89",15,6,3,0,1700000,"49076722,21"
1082,16/07/2014,24,10,9,19,11,7,23,16,3,18,17,21,13,22,15,"19684993,5",2,558,21671,260355,1300852,"654156,58","1030,61",15,6,3,0,1700000,"49378640,64"
1083,18/07/2014,1,18,20,11,16,24,17,4,6,23,2,13,3,22,21,20069079,1,344,13615,217109,1133008,"1787391,37","1598,74",15,6,3,0,1700000,"49791115,57"
1084,21/07/2014,7,4,24,25,17,18,1,6,21,13,9,5,3,2,10,20287764,4,611,25029,214235,1163531,"429868,18",1237,15,6,3,0,1700000,"50187916,98"
1085,23/07/2014,25,19,21,7,9,14,6,10,18,23,8,3,24,16,22,19793802,4,384,17836,170952,1024860,"494269,81","1584,2",15,6,3,0,1700000,"50644166,05"
1086,25/07/2014,19,7,24,21,12,15,5,17,2,13,18,4,10,22,23,"19929883,5",6,859,26010,267172,1349851,"207042,29","635,67",15,6,3,0,1700000,"50930839,99"
1087,28/07/2014,6,17,19,2,24,18,16,20,12,3,23,4,9,13,21,19741809,3,466,17654,221277,1146365,"554888,77","1570,21",15,6,3,0,1700000,"51314993,76"
1088,30/07/2014,6,19,12,22,7,3,1,2,18,10,5,13,9,20,23,"19563946,5",3,539,18869,229484,1160548,"526328,49","1287,68",15,6,3,0,1700000,"51679375,02"
1089,01/08/2014,15,8,4,16,24,3,23,6,2,13,22,14,12,21,19,"21297874,5",6,706,21119,260662,1316282,"268869,96","1004,4",15,6,3,0,1700000,"52051656,5"
1090,04/08/2014,11,22,15,9,5,21,14,20,24,18,13,3,10,8,17,"21354589,5",6,710,22999,259637,1319016,"268469,06","997,25",15,6,3,0,1700000,"52423382,9"
1091,06/08/2014,5,7,6,25,16,4,23,24,13,20,14,10,9,2,12,21241977,1,515,19097,242520,1260300,"1741767,42","1486,62",15,6,3,0,1700000,"52825329,23"
1092,08/08/2014,25,4,24,5,20,9,14,22,8,11,13,12,15,18,19,"21746128,5",0,515,17302,220281,1260018,0,"1635,41",15,6,3,"1916090,73",4500000,"53267504,02"
1093,11/08/2014,1,10,5,11,6,18,4,9,25,22,23,24,21,2,13,27622029,6,791,33037,314914,1666212,"681475,69","1207,4",15,6,3,0,1700000,"53768910,97"
1094,13/08/2014,22,5,16,10,3,2,9,8,14,1,4,6,12,19,25,"20741410,5",1,495,16620,209370,1146233,"1904616,9","1691,3",15,6,3,0,1700000,"54208437,95"
1095,15/08/2014,16,2,24,9,15,21,22,5,18,25,6,17,3,23,7,"20091466,5",5,429,17340,214567,1219979,"330935,28","1695,4",15,6,3,0,1700000,"54590286,35"
1096,18/08/2014,25,12,8,4,22,20,13,23,2,7,10,14,21,15,1,"20841178,5",1,387,16631,224796,1244102,"1748819,9","1390,44",15,6,3,0,1700000,"54993860,18"
1097,20/08/2014,10,4,16,9,24,12,15,23,18,25,20,19,14,5,6,"20083951,5",2,558,18004,228483,1143605,"857449,65","1350,89",15,6,3,0,1700000,"55389606,17"
1098,22/08/2014,11,14,12,7,25,24,23,16,3,10,15,4,18,8,5,20542107,6,501,17499,221545,1172307,"298311,84","1570,37",15,6,3,0,1700000,"55802653,34"
1099,25/08/2014,8,22,14,7,11,16,6,3,24,25,23,21,2,12,13,20045955,0,445,13926,204099,1108572,0,"1278,83",15,6,3,"1849509,79",4500000,"56229463,3"
1100,27/08/2014,24,16,7,11,14,18,6,10,23,20,5,19,9,15,12,24700791,6,606,32047,252092,1357968,"672700,14","1586,11",15,6,3,0,1700000,"56734084,31"
1101,29/08/2014,1,10,3,25,24,23,11,18,17,19,6,2,9,15,13,"18740449,5",4,705,20531,233817,1204560,"332700,25","829,74",15,6,3,0,80000000,"57041192,25"
1102,07/09/2014,3,20,18,6,8,2,19,15,23,24,21,14,22,12,5,"212446288,5",43,5889,208949,2486760,12497682,"1821021,77","1289,49",15,6,3,0,1500000,0
1103,08/09/2014,10,7,12,14,18,4,25,5,16,2,21,9,20,11,22,"16156351,5",21,1252,23708,210230,959977,"56657,37","417,72",15,6,3,0,1700000,"274570,36"
1104,10/09/2014,15,9,14,2,21,6,19,18,11,8,23,22,13,16,5,"24000202,5",6,1109,29131,284124,1444711,"310070,39","737,39",15,6,3,0,1700000,"703898,61"
1105,12/09/2014,11,9,13,25,24,17,18,15,1,6,4,20,23,7,2,"24269269,5",15,1386,31837,316512,1481403,"117156,05","557,32",15,6,3,0,1800000,"1109438,78"
1106,15/09/2014,11,10,15,24,19,3,12,14,23,2,13,16,4,21,9,"22735105,5",4,488,18020,243860,1357085,"478100,64","1722,57",15,6,3,0,1700000,"1550762,46"
1107,17/09/2014,1,19,16,10,4,18,20,11,24,12,8,21,14,9,2,"22502746,5",7,721,22091,247818,1293942,"273352,05","1166,55",15,6,3,0,1700000,"1992331,16"
1108,19/09/2014,12,17,25,22,21,8,14,2,1,5,7,13,24,9,4,22689585,4,1120,22953,259520,1398354,"442633,42","694,87",15,6,3,0,1700000,"2400915,86"
1109,22/09/2014,4,9,8,1,6,11,17,20,7,18,19,21,25,5,10,22124673,2,380,12936,172203,1098560,"1186674,68","1921,74",15,6,3,0,1700000,"2948611,88"
1110,24/09/2014,25,1,15,10,9,2,3,4,6,20,24,22,19,17,18,"21457987,5",0,315,13016,193906,1136223,0,"2079,24",15,6,3,"2128615,68",5000000,"3439830,89"
1111,26/09/2014,15,9,2,13,23,14,22,6,25,3,24,16,11,12,4,"30737251,5",4,991,31566,377791,1816230,"1139732,18","1077,97",15,6,3,0,1700000,"4000672,37"
1112,29/09/2014,17,16,20,7,2,22,15,8,12,1,24,6,3,18,13,"21962263,5",5,512,18787,237649,1228639,"388932,47","1669,52",15,6,3,0,1700000,"4449440,61"
1113,01/10/2014,7,22,24,1,15,20,19,17,9,25,14,12,6,13,3,"21508339,5",4,1021,27300,262213,1296047,"409143,59","704,57",15,6,3,0,1700000,"4827111,62"
1114,03/10/2014,20,5,8,18,12,6,22,4,11,10,19,1,15,2,3,22986765,4,475,18773,225065,1357920,"501959,52","1300,63",15,6,3,0,1700000,"5290458,87"
1115,06/10/2014,8,23,3,22,17,11,20,18,7,24,9,10,2,12,25,21551349,3,793,22959,256981,1311089,"556188,99","924,88",15,6,3,0,1700000,"5675512,79"
1116,08/10/2014,1,6,9,5,25,22,12,21,2,4,15,18,3,17,24,22237353,4,658,21399,260290,1291171,"458691,55","1225,66",15,6,3,0,1700000,"6098920,38"
1117,10/10/2014,8,19,11,16,12,13,15,21,1,3,5,23,7,14,2,22662042,3,602,20503,257019,1432100,"580834,29","1272,31",15,6,3,0,1700000,"6501036,44"
1118,13/10/2014,24,11,5,14,1,13,8,15,25,10,2,21,23,6,20,21706902,7,605,23163,296624,1309570,227454,"1156,79",15,6,3,0,1700000,"6868462,13"
1119,15/10/2014,18,5,15,12,3,17,7,10,1,20,14,6,23,2,8,21146532,6,662,21209,244545,1295689,"275733,74","1098,5",15,6,3,0,1700000,"7250247,3"
1120,17/10/2014,5,9,10,13,8,24,19,4,2,18,17,14,16,12,6,"21699193,5",2,557,22063,255913,1334951,"837318,77","1321,55",15,6,3,0,1700000,"7636702,12"
1121,20/10/2014,1,17,22,23,4,9,8,25,20,6,2,12,5,18,11,19974525,3,692,18930,210069,1150063,"576039,22","1097,7",15,6,3,0,1700000,"8035498,51"
1122,22/10/2014,16,3,21,7,11,12,13,2,19,24,10,25,14,20,23,21050664,4,507,19267,242287,1252543,"428378,51","1485,58",15,6,3,0,1700000,"8430924,84"
1123,24/10/2014,13,6,4,8,11,24,22,10,16,15,19,23,7,2,17,"21049081,5",7,1268,26968,251413,1211834,"241613,08","586,29",15,6,3,0,1700000,"8821222,9"
1124,27/10/2014,6,22,13,12,24,3,15,1,5,19,4,25,21,10,8,"20533060,5",3,633,21008,237375,1251168,"537749,69","1120,25",15,6,3,0,1700000,"9193511,15"
1125,29/10/2014,22,4,12,3,13,18,1,25,16,11,6,17,21,15,9,20289420,3,433,15578,200219,1104391,"634432,42","1352,5",15,6,3,0,1700000,"9632733,6"
1126,31/10/2014,16,13,25,7,3,12,22,24,17,19,8,5,18,23,6,21432912,2,605,21231,250946,1291504,"849924,12","1235,01",15,6,3,0,1700000,"10025006,27"
1127,03/11/2014,22,3,6,13,15,16,9,24,17,1,14,8,11,23,4,20867328,1,676,19989,232294,1174606,"1805531,45","1174,02",15,6,3,0,1700000,"10441667,38"
1128,05/11/2014,3,7,10,1,11,2,24,16,14,4,25,6,17,20,12,21271710,1,454,16553,193920,1097782,"2119600,42","1436,53",15,6,3,0,1700000,"10930805,95"
1129,07/11/2014,21,3,22,18,17,5,13,19,7,2,8,4,16,23,12,"20557042,5",5,787,25979,292972,1269964,"281337,78","785,67",15,6,3,0,1700000,"11255426,47"
1130,10/11/2014,2,5,1,12,8,22,15,13,25,14,20,17,10,11,24,"20843131,5",3,605,20445,244226,1265877,"546804,58","1191,83",15,6,3,0,1700000,"11633983,48"
1131,12/11/2014,2,3,25,6,14,15,4,21,20,12,24,22,17,16,19,"21445612,5",2,2117,16081,214646,1236658,"955752,26","396,89",15,6,3,0,1700000,"12075099,92"
1132,14/11/2014,17,22,1,23,12,7,9,8,14,11,21,6,2,13,24,21895533,2,402,16714,248052,1289600,"916916,68","1403,62",15,6,3,0,1700000,"12498292,24"
1133,17/11/2014,6,8,16,4,13,18,12,9,2,24,10,14,25,7,5,17802729,2,453,22944,210142,1105535,"663160,43","1286,97",15,6,3,0,1700000,"12804366,29"
1134,19/11/2014,10,2,17,13,14,23,11,4,20,1,25,18,8,12,15,21004944,5,554,20193,253694,1279332,"326065,77","1293,55",15,6,3,0,1700000,"13180596,03"
