concurso,data_sorteio,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,arrecadacao_total,ganhadores_15_numeros,ganhadores_14_numeros,ganhadores_13_numeros,ganhadores_12_numeros,ganhadores_11_numeros,valor_rateio_15_numeros,valor_rateio_14_numeros,valor_rateio_13_numeros,valor_rateio_12_numeros,valor_rateio_11_numeros,acumulado_15_numeros,estimativa_premio,valor_acumulado_especial
1135,21/11/2014,16,9,4,18,15,17,3,10,8,5,23,24,12,25,19,"19988488,5",4,539,17046,211764,1140612,"438011,49","1428,81",15,6,3,0,1700000,"13584914,33"
1136,24/11/2014,6,22,10,1,19,11,24,7,9,17,5,15,2,18,21,"20921626,5",4,504,17203,213223,1189269,"466867,51","1628,7",15,6,3,0,1700000,"14015868,96"
1137,26/11/2014,23,21,15,8,9,2,5,19,11,4,20,12,7,10,25,20278443,2,560,19417,232427,1200513,"827881,58","1299,65",15,6,3,0,1700000,"14397968,16"
1138,28/11/2014,13,1,21,7,20,22,11,6,5,3,16,2,18,15,10,21545073,4,1076,31382,310119,1257078,"384620,32","628,49",15,6,3,0,1700000,"14753002,3"
1139,01/12/2014,18,22,17,16,2,1,19,15,11,6,3,25,14,21,13,21896175,1,303,12072,181076,1177788,"2201111,46","2235,2",15,6,3,0,1700000,"15260951,11"
1140,03/12/2014,24,21,3,20,15,4,10,19,7,8,23,5,6,18,25,"21978538,5",0,386,15516,209836,1298920,0,"1554,6",15,6,3,"1950242,52",5000000,"15711007,08"
1141,05/12/2014,18,9,17,11,5,16,10,24,22,6,12,25,13,15,23,"32211505,5",4,592,23206,314532,1920172,"1190925,71","1462,3",15,6,3,0,1700000,"16360267,16"
1142,08/12/2014,24,22,10,20,9,23,16,15,12,7,8,13,19,4,2,20365473,2,836,23198,256342,1263713,"747916,43","786,49",15,6,3,0,1700000,"16705459,36"
1143,10/12/2014,1,3,4,10,11,18,12,23,13,14,17,6,16,24,25,"21894064,5",4,571,18883,239090,1289297,"460903,92","1419,23",15,6,3,0,1700000,"17130909,14"
1144,12/12/2014,4,24,25,7,6,18,2,8,23,17,10,19,3,14,13,"22449136,5",6,1236,29640,315854,1451025,"241841,41","516,03",15,6,3,0,1700000,"17465766,48"
1145,15/12/2014,13,17,14,15,6,5,9,11,3,23,8,16,18,4,24,"21795334,5",6,746,37952,252358,1308997,"271763,87","960,77",15,6,3,0,1700000,"17842054,93"
1146,17/12/2014,24,17,2,7,13,21,4,3,11,22,25,15,19,5,18,"21439993,5",4,651,23815,279365,1411948,"360410,22","973,4",15,6,3,0,1700000,"18174741,28"
1147,19/12/2014,12,14,22,11,1,20,18,8,6,15,19,9,16,7,25,22306797,1,301,12821,190465,1092199,"2369438,83","2422,12",15,6,3,0,1700000,"18721534,86"
1148,22/12/2014,5,17,3,24,6,14,19,1,13,16,10,4,18,9,20,21472791,2,322,12633,187656,1130100,"1079807,5","2063,65",15,6,3,0,1700000,"19219907,56"
1149,24/12/2014,21,19,8,2,1,23,18,6,12,7,15,22,10,3,17,16928112,2,429,14289,186969,984735,"719185,53","1473,77",15,6,3,0,1500000,"19551839,34"
1150,26/12/2014,12,11,20,13,9,18,7,17,23,22,5,8,24,15,14,"16506418,5",2,482,16197,195615,1064448,"604238,68","1102,07",15,6,3,0,1700000,"19830718,74"
1151,29/12/2014,11,3,24,7,15,21,12,25,9,22,16,1,14,10,20,20099499,4,460,17742,209598,1093353,"459987,86","1758,19",15,6,3,0,1500000,"20255322,92"
1152,31/12/2014,10,19,3,18,4,20,22,8,9,16,7,5,25,12,21,"15654193,5",2,259,9757,135337,836435,"778768,69","1850,36",15,6,3,0,1500000,"20614754,63"
1153,02/01/2015,3,9,18,6,25,12,2,1,5,24,19,20,13,15,8,14996847,3,522,15414,174490,910818,"392949,95","992,67",15,6,3,0,1500000,"20886796,91"
1154,05/01/2015,3,15,4,25,17,1,11,21,13,16,10,5,24,19,23,20268645,0,702,31672,294190,1344456,0,"754,55",15,6,3,"1205065,17",3500000,"21164888,89"
1155,07/01/2015,22,24,13,12,4,19,18,8,9,3,16,2,25,15,1,29107575,8,1349,37110,378572,1808028,"410025,11","676,16",15,6,3,0,1700000,"21643766,36"
1156,09/01/2015,3,1,22,15,13,25,21,12,11,24,17,4,14,6,7,"23711176,5",0,420,16951,252050,1362970,0,"1527,33",15,6,3,"2084801,18",3500000,"22124874,34"
1157,12/01/2015,2,6,11,8,16,5,18,22,4,21,7,24,13,15,12,"29688457,5",6,937,30766,346838,1789798,"738515,95","1100,68",15,6,3,0,1700000,"22666326,93"
1158,14/01/2015,3,2,13,15,19,25,16,10,22,20,7,5,17,24,14,22796412,9,724,24208,270149,1353881,"201672,54","1101,96",15,6,3,0,1700000,"23085185,29"
1159,16/01/2015,15,8,4,24,16,2,22,1,14,6,17,23,9,25,3,"23047405,5",3,562,22730,231018,1275540,"696391,36","1634,01",15,6,3,0,1700000,"23567302,39"
1160,19/01/2015,7,17,6,4,22,18,10,16,11,5,25,15,8,2,21,"21972724,5",3,424,16434,222231,1185333,"688006,87","1497,84",15,6,3,0,1700000,"24043614,84"
1161,21/01/2015,2,1,25,22,11,5,19,17,4,18,6,15,8,24,10,"20973367,5",5,1035,26534,280113,1247330,"310457,21","659,24",15,6,3,0,1700000,"24401834,7"
1162,23/01/2015,19,21,3,13,25,11,15,20,1,18,23,9,7,4,24,"22027903,5",11,1440,40577,363592,1479490,"102077,86","342,75",15,6,3,0,1700000,"24660955,42"
1163,26/01/2015,24,11,7,13,21,14,12,16,6,9,17,23,19,2,20,21768279,1,576,20836,242672,1236105,"1867921,45","1425,45",15,6,3,0,1700000,"25092014,22"
1164,28/01/2015,4,5,15,20,8,17,10,3,23,21,11,24,13,22,25,21174309,7,713,24177,291098,1433864,"189144,37","816,24",15,6,3,0,1700000,"25397555,14"
1165,30/01/2015,18,9,12,21,22,25,3,8,10,19,2,5,15,17,1,22397730,2,589,20036,251573,1397441,"877464,49","1309,67",15,6,3,0,1700000,"25802538,76"
1166,02/02/2015,19,2,17,14,10,20,21,6,15,12,5,18,24,9,4,21832158,3,686,22016,246471,1245506,"616486,15","1185,05",15,6,3,0,1700000,"26229336,87"
1167,04/02/2015,23,7,5,2,16,18,4,12,11,15,9,14,8,21,1,21746151,4,640,20502,232789,1234202,"473836,81","1301,74",15,6,3,0,1700000,"26666724,69"
1168,06/02/2015,16,25,24,4,8,11,19,13,23,1,5,9,7,10,3,"22452838,5",5,595,22091,291652,1460421,"311311,55","1149,91",15,6,3,0,1700000,"27025930,33"
1169,09/02/2015,22,21,4,15,8,18,9,17,25,12,16,3,24,2,7,"21479797,5",4,699,21979,258006,1351133,"400866,58","1008,32",15,6,3,0,1700000,"27395961,02"
1170,11/02/2015,10,1,18,4,8,15,13,22,20,2,21,7,16,25,19,"22048744,5",3,634,20663,233917,1240784,"647596,7","1346,96",15,6,3,0,1700000,"27844297,21"
1171,13/02/2015,17,14,21,8,12,16,18,23,1,13,22,20,11,7,15,"23019223,5",1,355,13902,224453,1173519,"2300961,79","1994,33",15,6,3,0,1700000,"28375288,39"
1172,18/02/2015,24,11,8,20,10,12,25,9,13,23,19,16,6,14,2,"19386712,5",1,705,14069,198218,1099818,"1744500,41","1087,67",15,6,3,0,1700000,"28777865,41"
1173,20/02/2015,21,16,11,9,4,8,22,20,1,2,18,5,19,14,7,22464435,1,413,17120,221866,1181935,"2163456,64","1611,82",15,6,3,0,1700000,"29277124,64"
1174,23/02/2015,5,15,3,11,6,10,1,13,2,23,18,19,9,8,17,21663780,7,811,28183,303396,1514567,"178710,18","678,02",15,6,3,0,1700000,"29565810,31"
1175,25/02/2015,8,19,24,15,12,23,21,1,3,25,10,4,14,20,13,"20850280,5",1,512,19620,247783,1296485,"1595985,68","1370,18",15,6,3,0,1700000,"29934114,71"
1176,27/02/2015,5,7,16,19,25,15,12,23,2,20,13,11,3,10,18,21889470,3,698,25478,279317,1403735,"510552,33","964,54",15,6,3,0,1700000,"30287574,02"
1177,02/03/2015,9,17,2,10,16,3,11,25,22,12,23,20,8,6,5,"22335670,5",3,587,19019,221344,1197839,"701474,06","1575,84",15,6,3,0,1700000,"30773209,92"
1178,04/03/2015,20,4,16,19,1,17,11,7,9,18,24,8,23,12,21,"22001776,5",3,326,15255,206292,1222447,"690246,3","1954,45",15,6,3,0,1700000,"31251072,75"
1179,06/03/2015,9,7,15,5,19,8,20,21,6,1,2,25,3,13,18,23298714,3,496,22763,271836,1490266,"578249,52","1537,35",15,6,3,0,1700000,"31651399,34"
1180,09/03/2015,9,10,22,11,7,23,2,13,19,6,20,1,14,15,8,22227936,0,299,13637,185213,1223802,0,"2246,23",15,6,3,"2182774,65",5000000,"32155116,58"
1181,11/03/2015,23,21,24,9,11,14,20,5,4,8,3,13,7,22,6,"31520962,5",3,541,19932,283733,1694528,"1757452,83","1757,19",15,6,3,0,1700000,"32868097,47"
1182,13/03/2015,21,8,16,6,18,10,20,13,22,7,12,24,25,3,19,23419953,3,646,17244,241549,1308110,"709341,6","1447,98",15,6,3,0,1700000,"33359180,12"
1183,16/03/2015,16,22,4,20,1,11,14,25,15,13,19,3,18,24,9,"22159285,5",3,699,20572,245877,1289743,"622023,76","1173,46",15,6,3,0,1700000,"33789811,96"
1184,18/03/2015,6,21,19,25,16,18,4,2,11,14,20,17,12,7,10,21476034,1,358,14636,196640,1121789,"2133412,26","1833,62",15,6,3,0,1700000,"34282137,87"
1185,20/03/2015,25,13,3,24,21,5,9,14,16,6,19,18,22,7,23,"21647536,5",3,602,22422,251471,1332381,"559158,61","1224,83",15,6,3,0,1700000,"34669247,68"
1186,23/03/2015,14,4,5,24,20,22,6,9,15,23,2,16,11,1,18,21332187,4,525,18439,215732,1171676,"489607,29","1639,71",15,6,3,0,1700000,"35121192,88"
1187,25/03/2015,22,23,11,16,21,8,12,2,4,19,10,25,7,14,1,"20448493,5",9,899,21820,228077,1163799,"192823,52","848,51",15,6,3,0,1700000,"35521672,51"
1188,27/03/2015,2,6,23,5,10,18,24,1,14,8,13,22,20,12,4,"21263713,5",4,1810,37375,282671,1281067,"370853,61","360,24",15,6,3,0,1700000,"35863998,92"
1189,30/03/2015,12,19,5,25,18,13,4,20,9,8,21,17,14,3,15,20835762,6,479,17172,226268,1251233,"288381,73","1587,82",15,6,3,0,1700000,"36263296,7"
1190,01/04/2015,23,9,21,17,10,25,14,2,3,4,15,16,22,11,6,"20923675,5",1,475,15338,184727,1058979,"2136248,97","1383,81",15,6,3,0,1700000,"36756277,23"
1191,04/04/2015,18,7,1,24,17,22,10,14,3,2,16,5,25,12,13,"15665419,5",1,411,15298,183368,938082,"1252095,7","1339,1",15,6,3,0,1700000,"37045222,41"
1192,06/04/2015,15,20,5,16,19,9,21,2,6,12,1,3,13,4,11,"16204819,5",1,321,12037,159639,924064,"1466301,62","1405,51",15,6,3,0,1700000,"37383599,71"
1193,08/04/2015,1,9,23,25,18,7,4,15,8,14,10,20,19,22,13,20574138,1,616,21309,262626,1256782,"1542823,69","1100,91",15,6,3,0,1700000,"37739635,95"
1194,10/04/2015,23,12,10,2,18,9,8,16,22,19,25,24,15,17,4,21093849,1,522,21582,260475,1318828,"1566231,31","1318,87",15,6,3,0,1700000,"38101073,95"
1195,13/04/2015,10,5,12,11,17,1,22,20,15,6,19,14,25,18,9,21356226,2,348,14838,198939,1148531,"1032629,25","1826,05",15,6,3,0,1700000,"38577672,08"
1196,15/04/2015,12,4,17,9,20,8,23,16,11,1,6,2,7,19,18,"20577646,5",3,354,15957,176143,1056763,"696392,77","1815,89",15,6,3,0,1700000,"39059790,16"
1197,17/04/2015,17,14,8,13,5,18,4,7,1,24,25,6,20,16,11,"21297295,5",3,387,14561,203302,1124707,"691984,93","1650,53",15,6,3,0,1700000,"39538856,66"
1198,20/04/2015,23,6,3,1,15,11,7,21,10,4,25,17,9,20,22,20148141,1,438,17570,227127,1151587,"1723524,11","1729,66",15,6,3,0,1700000,"39936592,99"
1199,22/04/2015,4,25,2,21,6,1,10,24,22,14,15,5,16,3,19,"16675675,5",2,521,11269,152319,892622,"814375,76","1374,15",15,6,3,0,1700000,"40312458,74"
1200,24/04/2015,16,6,10,14,8,22,7,5,11,12,24,25,4,15,3,20839179,2,350,14640,195461,1175668,"967752,48","1701,54",15,6,3,0,1700000,"40759113,74"
1201,27/04/2015,22,16,19,9,10,25,14,20,11,21,24,18,23,6,5,"20655547,5",2,406,14855,200625,1107123,"988362,39","1498,09",15,6,3,0,1700000,"41215280,99"
1202,29/04/2015,10,4,17,2,3,18,23,16,8,25,24,14,13,20,19,20236188,5,430,17761,226483,1210941,"332119,02","1697,51",15,6,3,0,1700000,"41598495,25"
1203,02/05/2015,2,23,6,1,17,24,12,11,5,25,14,3,13,22,15,"17071273,5",4,351,23666,164273,962740,"373757,42","1310,57",15,6,3,0,1500000,"41943502,1"
1204,04/05/2015,9,22,15,23,1,5,20,12,2,21,19,8,13,7,16,17034378,8,658,17103,191301,1011166,"174068,07","930,25",15,6,3,0,1700000,"42264858,54"
1205,06/05/2015,18,11,20,25,3,8,1,17,21,24,22,12,9,14,6,"20773822,5",2,841,22569,231468,1163523,"893289,14","933,78",15,6,3,0,1700000,"42677145,84"
1206,08/05/2015,11,7,1,21,23,25,15,5,3,24,14,22,18,13,10,"21830041,5",7,706,22936,294203,1452786,"204215,72","890,02",15,6,3,0,1700000,"43007032,77"
1207,11/05/2015,21,3,13,9,15,12,1,11,19,18,14,24,10,4,7,"20791027,5",2,499,19145,234741,1288012,"817265,12","1439,82",15,6,3,0,1700000,"43384232,07"
1208,13/05/2015,20,14,19,15,25,5,24,22,10,3,1,11,4,18,2,"21150385,5",1,501,17461,224909,1247198,"1800550,78","1579,74",15,6,3,0,1700000,"43799743,8"
1209,15/05/2015,9,4,5,19,3,14,15,18,20,7,10,24,8,16,11,"21635815,5",3,435,16677,224890,1262525,"627419,15","1331,4",15,6,3,0,1700000,"44234110,91"
1210,18/05/2015,13,22,25,19,21,11,15,20,1,2,16,8,10,18,4,"21070927,5",13,3318,28040,262558,1310830,"117138,1","201,73",15,6,3,0,1700000,"44585525,21"
1211,20/05/2015,17,2,7,23,3,16,10,11,20,24,12,15,5,1,13,20157576,2,456,17973,219018,1209692,"832743,8","1605,44",15,6,3,0,1700000,"44969868,5"
1212,22/05/2015,9,2,17,1,6,7,18,24,3,20,10,8,5,16,15,20381919,4,372,16205,165259,1050365,"521682,66",1726,15,6,3,0,1700000,"45451421,73"
1213,25/05/2015,25,17,10,20,7,5,18,9,14,24,8,3,2,6,23,23038696,6,296,14256,195972,1017995,"319755,76","1994,32",20,8,4,0,1700000,"45894160,48"
1214,27/05/2015,23,19,20,13,4,21,5,2,7,9,18,1,14,3,8,20893166,2,475,15762,189378,989378,"775596,57","1435,45",20,8,4,0,1700000,"46252128,13"
1215,29/05/2015,14,21,15,18,20,3,9,24,13,22,12,17,7,11,16,21832184,2,395,13594,192678,932594,"925164,99","1441,35",20,8,4,0,1700000,"46679127,36"
1216,01/06/2015,18,15,2,17,10,24,14,20,1,21,22,12,3,23,7,21828556,1,427,15077,183099,976241,"1791538,06","1844,23",20,8,4,0,1700000,"47092559,23"
1217,03/06/2015,12,10,11,13,17,1,9,19,25,3,8,20,7,6,24,21952012,1,255,11493,158349,951456,"1984077,81","2394,06",20,8,4,0,1700000,"47550423,34"
1218,05/06/2015,11,2,21,5,13,18,3,7,9,14,23,10,20,4,1,18190288,1,621,24018,187786,928005,"1052205,73","744,77",20,8,4,0,1700000,"47793240,06"
1219,08/06/2015,5,23,6,8,25,22,10,9,2,14,3,16,4,19,20,21798640,0,238,12527,159601,918817,0,"2584,1",20,8,4,"1998795,67",4500000,"48254500,61"
1220,10/06/2015,23,3,20,18,7,14,4,6,13,17,25,19,5,2,9,28675268,4,473,20133,266061,1364338,"1026828,47","1371,62",20,8,4,0,1700000,"48741081,74"
1221,12/06/2015,10,22,3,24,18,19,15,2,12,6,9,23,14,4,21,22670382,2,565,17566,198564,1024426,"896752,87","1395,31",20,8,4,0,1700000,"49154967,68"
1222,15/06/2015,9,4,13,15,2,20,8,5,22,24,3,11,10,1,17,21508104,5,523,18306,207989,1062637,"290026,29","1218,77",20,8,4,0,1700000,"49489613,41"
1223,17/06/2015,22,18,21,14,20,6,8,17,23,7,10,2,16,9,13,21637224,1,247,10152,146636,871691,"2121040,55","2642,22",20,8,4,0,1700000,"49979084,31"
1224,19/06/2015,19,8,2,12,1,15,18,4,14,5,16,6,17,11,9,21351194,4,486,11599,147382,845017,524104,"1327,27",20,8,4,0,1700000,"50462872,62"
1225,22/06/2015,24,20,2,5,15,7,3,23,17,25,18,14,13,11,21,20699968,2,693,22558,235272,1141021,"503805,02","639,11",20,8,4,0,1700000,"50695398,02"
1226,24/06/2015,8,23,24,10,7,15,22,14,1,11,19,21,5,17,3,18231320,3,645,17883,183335,851407,"423954,14","866,76",20,8,4,0,1700000,"50988904,73"
1227,26/06/2015,25,10,11,21,14,1,19,7,9,13,12,8,2,17,22,20392276,2,319,12279,163631,893202,"875663,02","1689,24",20,8,4,0,1700000,"51393056,9"
1228,29/06/2015,7,9,4,12,3,10,1,2,17,23,6,22,24,13,20,20130444,2,388,15319,176317,943283,766948,"1737,73",20,8,4,0,1700000,"51747032,91"
1229,01/07/2015,14,17,20,7,3,25,19,5,8,22,2,6,1,24,13,21062596,4,478,14740,178924,940954,"430153,05","1582,24",20,8,4,0,1700000,"52144097,28"
1230,03/07/2015,19,17,8,11,21,7,12,5,6,18,1,10,13,2,3,21530462,1,404,14404,185410,1012230,"1664045,97","1810,51",20,8,4,0,1700000,"52528107,89"
1231,06/07/2015,22,7,12,1,13,25,3,20,5,4,15,8,16,21,18,21962556,2,634,17632,191333,982907,"876511,07","1215,39",20,8,4,0,1700000,"52932651,47"
1232,08/07/2015,15,25,5,24,13,23,3,10,6,19,9,16,14,21,2,21998154,1,547,16521,192970,1001460,"1730536,94","1390,63",20,8,4,0,1700000,"53332006,15"
1233,10/07/2015,16,5,1,9,4,15,18,25,17,23,22,19,14,10,13,20833974,3,336,11052,143522,849020,"668188,71","1835,68",20,8,4,0,1700000,"53794598,34"
1234,13/07/2015,10,18,1,19,24,2,17,5,25,14,9,16,20,21,8,21323538,1,241,9362,126274,811077,"2249837,46","2872,44",20,8,4,0,1700000,"54313791,6"
1235,15/07/2015,13,12,6,4,10,24,11,2,18,20,17,15,3,1,9,20567256,1,383,14044,181557,955029,"1592534,98","1827,71",20,8,4,0,1700000,"54681299,68"
1236,17/07/2015,2,9,25,23,6,5,1,3,11,17,19,12,10,7,13,21855270,9,783,27094,274509,1148788,"115640,66","584,26",20,8,4,0,1700000,"54921476,43"
1237,20/07/2015,22,12,24,3,14,25,21,8,6,10,5,9,7,18,13,21505720,1,279,10894,158272,930832,"1937958,14","2137,26",20,8,4,0,1700000,"55368697,54"
1238,22/07/2015,17,14,5,15,18,11,2,9,13,16,3,21,25,8,7,20782286,2,464,15927,200742,982100,"749682,4","1420,39",20,8,4,0,1700000,"55714704,81"
1239,24/07/2015,14,24,16,12,9,15,10,18,8,11,20,6,22,13,5,21022142,2,395,15556,190547,892606,"875384,91","1363,79",20,8,4,0,1700000,"56118728,63"
1240,27/07/2015,18,22,13,24,16,1,20,5,6,4,9,19,12,2,3,20625180,3,348,12563,167553,897961,"590817,28","1567,16",20,8,4,0,1700000,"56527755,98"
1241,29/07/2015,1,10,25,9,15,4,17,8,11,5,12,20,24,22,13,20100144,1,432,18042,177847,916606,"1546030,95","1573,08",20,8,4,0,1700000,"56884532,36"
1242,31/07/2015,24,14,20,1,7,15,16,5,4,25,2,19,23,11,21,21211692,0,347,11868,156146,883027,0,"1742,36",20,8,4,"1964948,47",4500000,"57337982,01"
1243,03/08/2015,4,25,17,14,5,1,8,2,16,15,13,12,22,24,6,29100764,2,527,18709,237141,1277542,"2217441,97","1442,09",20,8,4,0,1700000,"57907967,12"
1244,05/08/2015,16,19,10,7,17,3,12,13,1,23,11,21,5,9,25,22117948,37,5503,61942,299525,1066597,"22561,88","66,68",20,8,4,0,1700000,"58100610,85"
1245,07/08/2015,21,6,25,16,5,9,18,19,3,11,8,15,17,4,2,23055664,0,294,11311,161088,926795,0,"2346,1",20,8,4,"2241694,31",4500000,"58617924,93"
1246,10/08/2015,19,24,8,18,13,10,17,22,7,1,12,16,9,4,25,28611750,2,427,19415,242849,1302608,"2270432,38","1656,76",20,8,4,0,1700000,"59148502,73"
1247,12/08/2015,11,24,19,15,25,20,3,9,8,16,7,2,17,18,23,22660508,1,382,12027,162180,984772,"2046541,05","1648,44",20,8,4,0,1700000,"59620781,43"
1248,14/08/2015,22,19,17,24,15,20,1,5,25,13,12,10,16,11,3,22606072,1,455,20424,220776,1070198,"1590460,75","1536,49",20,8,4,0,1700000,"59987810,85"
1249,17/08/2015,18,14,5,19,9,25,12,3,13,22,24,4,15,6,20,21723416,2,472,16553,199064,989845,"837088,2","1559,11",20,8,4,0,1700000,"60374159,26"
1250,19/08/2015,25,24,10,15,5,9,19,3,17,2,7,18,14,20,4,21198858,3,510,19444,209582,1002547,"493800,98","1276,79",20,8,4,0,1700000,"60716021,48"
1251,21/08/2015,25,21,10,6,14,8,16,15,9,17,20,2,23,7,19,21696918,1,224,9577,141185,837669,"2219990,67","3049,44",20,8,4,0,1700000,"61228327,02"
1252,24/08/2015,10,21,12,3,9,24,23,4,1,15,5,11,20,8,6,20941186,1,375,11175,152089,929122,"1847950,49","1516,27",20,8,4,0,1700000,"61654777,15"
1253,26/08/2015,16,20,1,18,15,7,3,23,11,2,6,25,24,5,22,20204010,0,253,12239,164580,894846,0,"2076,67",20,8,4,"1707536,35",4500000,62048824
1254,28/08/2015,17,14,15,22,16,8,9,21,11,23,2,20,12,18,3,25732226,3,367,14308,182896,1053314,"1382797,68","2046,41",20,8,4,0,85000000,"62612098,62"
1255,08/09/2015,14,13,2,6,4,25,16,1,9,21,20,7,23,18,10,259134214,51,9354,222527,2225323,10900909,"1757073,66","1030,82",20,8,4,0,2000000,0
1256,09/09/2015,13,11,6,18,19,23,1,15,12,22,8,10,2,14,16,14736838,0,223,8037,105232,618173,0,"1890,78",20,8,4,"1370342,19",4000000,"316232,83"
1257,11/09/2015,1,10,13,19,8,2,22,6,20,14,12,5,11,25,16,31186172,4,634,21929,273385,1328846,"1000838,63","1825,5",20,8,4,0,1700000,"923851,07"
1258,14/09/2015,6,2,10,21,4,20,9,13,12,8,3,5,23,25,14,24723490,3,386,16797,209024,1186826,"626024,08","1497,07",20,8,4,0,1700000,"1357252,36"
1259,16/09/2015,18,20,23,13,2,17,9,5,10,14,8,22,19,16,25,24039580,2,363,15235,201614,1088500,"980616,91","1662,41",20,8,4,0,1700000,"1809844,78"
1260,18/09/2015,6,15,4,24,2,22,7,18,14,11,20,3,1,5,17,24169694,3,334,13269,183007,1004074,"742189,8","2051,19",20,8,4,0,1700000,"2323668,48"
1261,21/09/2015,5,17,12,25,20,4,18,10,21,16,19,15,7,1,22,22768752,1,272,11056,151109,891056,"2287918,58","2588,14",20,8,4,0,1700000,"2851649,7"
1262,23/09/2015,22,4,12,11,23,1,21,6,24,16,13,3,17,20,8,21648720,2,337,12770,157691,842398,"1056296,15","1928,87",20,8,4,0,1700000,"3339171,01"
1263,25/09/2015,9,8,20,22,11,16,12,5,23,13,4,3,25,18,10,21826236,5,643,17315,194684,1073068,"310462,61","1061,17",20,8,4,0,1700000,"3697397,11"
1264,28/09/2015,23,4,11,12,22,25,5,14,8,1,21,17,24,10,18,22006582,3,378,12578,162749,924533,"672705,95","1642,75",20,8,4,0,1700000,"4163116,61"
1265,30/09/2015,25,13,23,4,16,22,1,11,3,14,19,15,7,2,24,21730032,1,297,11910,184095,959356,"1827729,94","1893,53",20,8,4,0,1700000,"4584900,45"
1266,02/10/2015,20,15,23,8,3,11,6,14,13,2,1,5,24,9,10,23428438,2,454,16170,238824,1116837,"821651,87","1591,03",20,8,4,0,1700000,"4964124,39"
1267,05/10/2015,18,7,5,3,17,12,9,6,15,2,16,22,25,13,11,23097362,2,533,19030,208706,1064610,"877825,08","1447,86",20,8,4,0,1700000,"5369274,43"
1268,07/10/2015,18,1,11,7,21,24,13,15,3,2,8,22,17,12,6,22949038,7,621,24660,187595,985666,"270747,41","1341,49",20,8,4,0,1700000,"5806635,65"
1269,09/10/2015,11,14,22,7,13,5,17,18,21,23,8,4,16,20,1,23338162,1,469,15880,176812,969283,"2122133,58","1392,25",20,8,4,0,1700000,"6296358,79"
1270,13/10/2015,5,3,23,8,25,2,10,1,13,11,6,4,21,9,20,17164486,1,459,18700,205601,869796,"936238,41","896,58",20,8,4,0,1000000,"6512413,81"
1271,14/10/2015,8,25,2,6,14,13,24,4,17,12,1,23,9,11,18,15828120,4,439,12582,142019,728852,"303052,99","1213,75",20,8,4,0,1700000,"6792155,04"
1272,16/10/2015,21,15,4,14,9,25,20,18,23,10,17,1,24,19,7,22230660,2,440,16416,190731,1001427,"893135,2","1784,48",20,8,4,0,1700000,"7204371,29"
1273,19/10/2015,1,18,22,8,13,3,6,24,5,15,14,11,12,20,19,19996028,2,404,14558,182126,916304,"770928,17","1677,57",20,8,4,0,1700000,"7560184,3"
1274,21/10/2015,18,25,14,22,1,15,7,20,8,3,13,11,10,12,19,21032664,0,323,13275,185789,985133,0,"1545,66",20,8,4,"1622554,33",4500000,"7934619,92"
1275,23/10/2015,14,17,18,7,13,15,20,6,16,23,8,11,10,25,3,27819710,3,525,18024,280524,1258389,"1239696,36","1755,34",20,8,4,0,1700000,"8418435,64"
1276,26/10/2015,19,14,21,3,22,16,15,23,18,7,1,5,10,12,24,21126582,6,700,17743,178183,873576,"305237,62","1150,03",20,8,4,0,1700000,"8841072,34"
1277,28/10/2015,18,22,4,17,25,3,12,13,21,15,9,6,2,1,10,20907398,3,436,14412,161841,889803,"615929,93","1862,87",20,8,4,0,1700000,"9267485,38"
1278,30/10/2015,21,24,18,19,20,7,22,9,4,16,17,15,10,6,12,21611388,2,235,10251,147529,825699,"1097709,98","2874,53",20,8,4,0,1700000,"9774120,75"
1279,03/11/2015,8,16,21,12,14,18,3,9,11,4,19,1,23,7,13,17589304,2,602,16860,166190,815035,"640594,52","935,48",20,8,4,0,1700000,"10069779,77"
1280,04/11/2015,19,25,23,22,14,7,24,3,17,1,11,5,9,15,4,15760464,3,732,22053,185161,788629,"282214,73","508,4",20,8,4,0,1700000,"10265159,2"
1281,06/11/2015,23,13,3,24,21,22,5,12,6,15,9,25,19,1,8,22707396,3,574,18293,211250,1095099,"539833,86","1240,18",20,8,4,0,1700000,"10638890,34"
1282,09/11/2015,21,7,12,6,11,19,20,17,5,14,10,9,22,25,23,21181528,1,325,12960,156471,867838,"1975430,8","1870,23",20,8,4,0,1700000,"11094758,99"
1283,11/11/2015,13,17,18,16,8,10,15,9,22,7,12,2,23,6,11,22042486,1,266,10748,172498,916702,"2020727,99","2337,45",20,8,4,0,1700000,"11561080,84"
1284,13/11/2015,13,23,18,16,8,17,11,5,10,7,22,25,20,2,4,22613912,8,1162,24794,233378,1040955,"194951,87","589,96",20,8,4,0,1700000,11920992
1285,16/11/2015,7,15,18,6,16,1,24,17,10,12,25,20,11,22,2,21323890,2,449,15313,163114,886921,"961810,09","1883,17",20,8,4,0,1700000,"12364904,35"
1286,18/11/2015,23,12,21,16,11,20,19,10,1,4,3,25,17,7,5,21272652,3,409,16971,191442,945015,"563141,69","1815,65",20,8,4,0,1700000,"12754771,68"
1287,20/11/2015,22,21,24,4,13,19,11,3,9,25,6,5,17,18,23,18373920,1,334,11588,157399,860308,"1435915,05","1889,73",20,8,4,0,1700000,"13086136,7"
